#k1  k2  Akw_up(w_target)    Akw_dn(w_target)
7  6  0.0149154  0.0129228
7  7  0.0146589  0.014659
7  8  0.0143816  0.0170424
7  9  0.0140895  0.0203635
7  10  0.0137889  0.0251004
7  11  0.0134857  0.032075
7  12  0.0131855  0.0427842
7  13  0.0128933  0.0601558
7  14  0.0126136  0.0904771
7  15  0.0123505  0.149067
7  16  0.0121074  0.280705
7  17  0.011887  0.660275
7  18  0.011692  2.47794
7  19  0.011524  41.7296
7  20  0.0113847  6.8615
7  21  0.0112753  1.86137
7  22  0.0111965  1.01191
7  23  0.011149  0.751279
7  24  0.0111332  0.685981
7  25  0.011149  0.751279
7  26  0.0111965  1.01191
7  27  0.0112753  1.86137
7  28  0.0113847  6.8615
7  29  0.011524  41.7296
7  30  0.011692  2.47794
7  31  0.011887  0.660275
7  32  0.0121074  0.280705
7  33  0.0123505  0.149067
7  34  0.0126136  0.0904771
7  35  0.0128933  0.0601558
7  36  0.0131855  0.0427842
7  37  0.0134857  0.032075
7  38  0.0137889  0.0251004
7  39  0.0140895  0.0203635
7  40  0.0143816  0.0170424
7  41  0.0146589  0.014659
7  42  0.0149154  0.0129228
7  43  0.0151447  0.0116509
7  44  0.0153413  0.010725
7  45  0.0155001  0.0100679
7  46  0.0156167  0.0096292
7  47  0.015688  0.00937744
7  48  0.015712  0.00929535

8  0  0.0184646  0.00918571
8  1  0.0184319  0.00926571
8  2  0.0183349  0.00951098
8  3  0.0181764  0.00993802
8  4  0.0179612  0.0105768
8  5  0.0176954  0.0114752
8  6  0.0173864  0.0127064
8  7  0.0170423  0.0143816
8  8  0.0166718  0.0166719
8  9  0.0162835  0.0198464
8  10  0.0158859  0.0243431
8  11  0.0154868  0.0309049
8  12  0.0150937  0.0408604
8  13  0.014713  0.0567472
8  14  0.0143506  0.0838412
8  15  0.0140111  0.134416
8  16  0.0136989  0.241894
8  17  0.0134171  0.52195
8  18  0.0131685  1.58398
8  19  0.0129552  12.0341
8  20  0.0127788  19.8952
8  21  0.0126405  3.2246
8  22  0.0125411  1.51401
8  23  0.0124813  1.06361
8  24  0.0124613  0.956593
8  25  0.0124813  1.06361
8  26  0.0125411  1.51401
8  27  0.0126405  3.2246
8  28  0.0127788  19.8952
8  29  0.0129552  12.0341
8  30  0.0131685  1.58398
8  31  0.0134171  0.52195
8  32  0.0136989  0.241894
8  33  0.0140111  0.134416
8  34  0.0143506  0.0838412
8  35  0.014713  0.0567472
8  36  0.0150937  0.0408604
8  37  0.0154868  0.0309049
8  38  0.0158859  0.0243431
8  39  0.0162835  0.0198464
8  40  0.0166718  0.0166719
8  41  0.0170423  0.0143816
8  42  0.0173864  0.0127064
8  43  0.0176954  0.0114752
8  44  0.0179612  0.0105768
8  45  0.0181764  0.00993802
8  46  0.0183349  0.00951098
8  47  0.0184319  0.00926571
8  48  0.0184646  0.00918571

9  0  0.0223773  0.00906882
